03/17-07:47:51.610000  [**] [1:1418:11] SNMP request tcp [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.204.45:49671 -> 192.168.21.253:161
03/17-07:48:38.659999  [**] [1:2016303:4] ET INFO UPnP Discovery Search Response vulnerable UPnP device 2 [**] [Classification: Information Leak] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.659999  [**] [1:2101384:9] GPL MISC UPnP malformed advertisement [**] [Classification: Misc Attack] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.659999  [**] [1:1384:8] MISC UPnP malformed advertisement [**] [Classification: Misc Attack] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.670000  [**] [1:2016303:4] ET INFO UPnP Discovery Search Response vulnerable UPnP device 2 [**] [Classification: Information Leak] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.670000  [**] [1:2101384:9] GPL MISC UPnP malformed advertisement [**] [Classification: Misc Attack] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.670000  [**] [1:1384:8] MISC UPnP malformed advertisement [**] [Classification: Misc Attack] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.680000  [**] [1:2016303:4] ET INFO UPnP Discovery Search Response vulnerable UPnP device 2 [**] [Classification: Information Leak] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.680000  [**] [1:2101384:9] GPL MISC UPnP malformed advertisement [**] [Classification: Misc Attack] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.680000  [**] [1:1384:8] MISC UPnP malformed advertisement [**] [Classification: Misc Attack] [Priority: 2] {UDP} 192.168.1.254:1900 -> 239.255.255.250:1900
03/17-07:48:38.930000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:39.739999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:40.160000  [**] [1:2100366:8] GPL ICMP_INFO PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:40.160000  [**] [1:366:7] ICMP PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:40.160000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:40.160000  [**] [1:2100366:8] GPL ICMP_INFO PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:40.160000  [**] [1:366:7] ICMP PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:40.160000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:40.160000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.203.45 -> 192.168.202.112
03/17-07:48:40.160000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.203.45 -> 192.168.202.112
03/17-07:48:40.540000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:41.160000  [**] [1:2100366:8] GPL ICMP_INFO PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:41.160000  [**] [1:366:7] ICMP PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:41.160000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:41.160000  [**] [1:2100366:8] GPL ICMP_INFO PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:41.160000  [**] [1:366:7] ICMP PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:41.160000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.203.45
03/17-07:48:41.160000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.203.45 -> 192.168.202.112
03/17-07:48:41.160000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.203.45 -> 192.168.202.112
03/17-07:48:41.370000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:42.060000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:42.130000  [**] [1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.68:60492 -> 172.16.4.202:22
03/17-07:48:42.970000  [**] [1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.204.45:56228 -> 192.168.21.1:1433
03/17-07:48:43.560000  [**] [1:2013337:4] ET TROJAN PoisonIvy.E Keepalive to CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.23.100:1239 -> 192.168.202.92:22
03/17-07:48:43.660000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:44.860000  [**] [1:249:8] DDOS mstream client to handler [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.204.45:58870 -> 192.168.21.1:15104
03/17-07:48:45.139999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.68
03/17-07:48:45.150000  [**] [1:2014925:2] ET INFO NetSSH SSH Version String Hardcoded in Metasploit [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.202.68:51342 -> 192.168.28.253:22
03/17-07:48:45.670000  [**] [1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.204.45:52921 -> 192.168.21.253:3306
03/17-07:48:45.739999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:47.350000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.68
03/17-07:48:48.300000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:48.859999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:49.380000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:49.530000  [**] [1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:47451 -> 192.168.206.44:3306
03/17-07:48:49.530000  [**] [1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:51100 -> 192.168.206.44:5432
03/17-07:48:49.530000  [**] [1:1418:11] SNMP request tcp [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.83:54114 -> 192.168.206.44:161
03/17-07:48:49.540000  [**] [1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:53476 -> 192.168.206.44:1521
03/17-07:48:49.540000  [**] [1:1421:11] SNMP AgentX/tcp request [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.83:37013 -> 192.168.206.44:705
03/17-07:48:49.550000  [**] [1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:54075 -> 192.168.206.44:1433
03/17-07:48:49.890000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:50.470000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:50.990000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:51.510000  [**] [1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.68:33631 -> 172.16.4.202:22
03/17-07:48:51.510000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.68
03/17-07:48:51.670000  [**] [1:2013929:2] ET POLICY HTTP traffic on port 443 (OPTIONS) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.204.45:37633 -> 192.168.21.253:443
03/17-07:48:51.670000  [**] [1:1201:7] ATTACK-RESPONSES 403 Forbidden [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.21.253:80 -> 192.168.204.45:49270
03/17-07:48:51.670000  [**] [1:2101201:11] GPL WEB_SERVER 403 Forbidden [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.21.253:80 -> 192.168.204.45:49270
03/17-07:48:51.680000  [**] [1:2013659:3] ET POLICY Self Signed SSL Certificate (SomeOrganizationalUnit) [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.21.253:443 -> 192.168.204.45:37641
03/17-07:48:51.680000  [**] [1:2019416:3] ET POLICY SSLv3 outbound connection from client vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.21.253:443 -> 192.168.204.45:37641
03/17-07:48:51.680000  [**] [1:2019415:3] ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.21.253:443 -> 192.168.204.45:37641
03/17-07:48:51.680000  [**] [1:2013659:3] ET POLICY Self Signed SSL Certificate (SomeOrganizationalUnit) [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.21.253:443 -> 192.168.204.45:37643
03/17-07:48:52.090000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:52.890000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:53.470000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:53.990000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:54.510000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:55.090000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:55.670000  [**] [1:2010493:2] ET SCAN Non-Allowed Host Tried to Connect to MySQL Server [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.21.253:3306 -> 192.168.204.45:52921
03/17-07:48:56.120000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:56.710000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:57.859999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:58.380000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:58.570000  [**] [1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.68:56373 -> 192.168.27.101:22
03/17-07:48:58.890000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:59.470000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:48:59.990000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:00.499999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:01.090000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:01.900000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:02.700000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.68
03/17-07:49:03.280000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:04.099999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:04.910000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:05.710000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:05.720000  [**] [1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.68:46061 -> 192.168.27.101:22
03/17-07:49:06.290000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.80
03/17-07:49:07.190000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:08.419999  [**] [1:2002910:5] ET SCAN Potential VNC Scan 5800-5820 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.87:50406 -> 192.168.21.111:5801
03/17-07:49:08.820000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:09.379999  [**] [1:2100366:8] GPL ICMP_INFO PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.24.253
03/17-07:49:09.379999  [**] [1:366:7] ICMP PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.24.253
03/17-07:49:09.379999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.24.253
03/17-07:49:09.379999  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.24.253 -> 192.168.202.112
03/17-07:49:09.619999  [**] [1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:48457 -> 192.168.206.44:3306
03/17-07:49:09.630000  [**] [1:1418:11] SNMP request tcp [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.83:55112 -> 192.168.206.44:161
03/17-07:49:09.630000  [**] [1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:54428 -> 192.168.206.44:1521
03/17-07:49:09.630000  [**] [1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:54838 -> 192.168.206.44:1433
03/17-07:49:09.630000  [**] [1:2002911:5] ET SCAN Potential VNC Scan 5900-5920 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.83:46432 -> 192.168.206.44:5915
03/17-07:49:09.630000  [**] [1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.202.83:52403 -> 192.168.206.44:5432
03/17-07:49:09.640000  [**] [1:2002910:5] ET SCAN Potential VNC Scan 5800-5820 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.83:56216 -> 192.168.206.44:5810
03/17-07:49:09.640000  [**] [1:1421:11] SNMP AgentX/tcp request [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.83:38248 -> 192.168.206.44:705
03/17-07:49:10.380000  [**] [1:2100366:8] GPL ICMP_INFO PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.24.253
03/17-07:49:10.380000  [**] [1:366:7] ICMP PING *NIX [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.24.253
03/17-07:49:10.380000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.112 -> 192.168.24.253
03/17-07:49:10.380000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.24.253 -> 192.168.202.112
03/17-07:49:10.430000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:49:11.170000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.138
03/17-07:49:12.499999  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
